"Net generation for commercial non-cogen"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=fttb&geo=00fvvvvvvvvvo&sec=1&linechart=ELEC.GEN.COW-CT-4.A&columnchart=ELEC.GEN.COW-CT-4.A&map=ELEC.GEN.COW-CT-4.A&freq=A&start=2010&end=2016&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Fri Aug 18 2017 17:49:19 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","2010","2011","2012","2013","2014","2015","2016"
"Arizona : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AZ-4.A","--",2,4,20,24,22,21
"Colorado",,"ELEC.GEN..A",,,,,,,
"Colorado : all fuels (utility-scale)",,"ELEC.GEN.ALL-CO-4.A",,,,,,,
"Colorado : coal","thousand megawatthours","ELEC.GEN.COW-CO-4.A","--","--","--","--","--","--","--"
"Colorado : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-CO-4.A","--","--","--","--","--","--","--"
"Colorado : petroleum coke","thousand megawatthours","ELEC.GEN.PC-CO-4.A","--","--","--","--","--","--","--"
"Colorado : natural gas","thousand megawatthours","ELEC.GEN.NG-CO-4.A","--","--","--","--","--","--","--"
"Colorado : other gases","thousand megawatthours","ELEC.GEN.OOG-CO-4.A","--","--","--","--","--","--","--"
"Colorado : nuclear","thousand megawatthours","ELEC.GEN.NUC-CO-4.A","--","--","--","--","--","--","--"
"Colorado : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-CO-4.A","--","--","--",7,6,6,"NM"
"Colorado : other renewables",,"ELEC.GEN.AOR-CO-4.A",,,,,,,
"Colorado : wind","thousand megawatthours","ELEC.GEN.WND-CO-4.A",0,6,5,5,0,4,7
"Colorado : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CO-4.A",0,12,16,14,12,13,16
"Colorado : geothermal","thousand megawatthours","ELEC.GEN.GEO-CO-4.A","--","--","--","--","--","--","--"
"Colorado : biomass","thousand megawatthours","ELEC.GEN.BIO-CO-4.A","--","--","--","--","--","--","--"
"Colorado : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-CO-4.A","--","--","--","--","--","--","--"
"Colorado : other","thousand megawatthours","ELEC.GEN.OTH-CO-4.A","--","--","--","--","--","--","--"
"Colorado : all solar",,"ELEC.GEN.TSN-CO-4.A",,,,,,,
"Colorado : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-CO-4.A","--","--","--","--","--","--","--"
"Colorado : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CO-4.A",0,12,16,14,12,13,16
"Idaho",,"ELEC.GEN..A",,,,,,,
"Idaho : all fuels (utility-scale)",,"ELEC.GEN.ALL-ID-4.A",,,,,,,
"Idaho : coal","thousand megawatthours","ELEC.GEN.COW-ID-4.A","--","--","--","--","--","--","--"
"Idaho : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-ID-4.A","--","--","--","--","--","--","--"
"Idaho : petroleum coke","thousand megawatthours","ELEC.GEN.PC-ID-4.A","--","--","--","--","--","--","--"
"Idaho : natural gas","thousand megawatthours","ELEC.GEN.NG-ID-4.A","--","--","--","--","--","--","--"
"Idaho : other gases","thousand megawatthours","ELEC.GEN.OOG-ID-4.A","--","--","--","--","--","--","--"
"Idaho : nuclear","thousand megawatthours","ELEC.GEN.NUC-ID-4.A","--","--","--","--","--","--","--"
"Idaho : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-ID-4.A","--","--","--","--","--","--","--"
"Idaho : other renewables",,"ELEC.GEN.AOR-ID-4.A",,,,,,,
"Idaho : wind","thousand megawatthours","ELEC.GEN.WND-ID-4.A","--","--","--","--","--","--","--"
"Idaho : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ID-4.A","--","--","--","--","--","--","--"
"Idaho : geothermal","thousand megawatthours","ELEC.GEN.GEO-ID-4.A","--","--","--","--","--","--","--"
"Idaho : biomass","thousand megawatthours","ELEC.GEN.BIO-ID-4.A","--","--","--","--",5,9,8
"Idaho : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-ID-4.A","--","--","--","--","--","--","--"
"Idaho : other","thousand megawatthours","ELEC.GEN.OTH-ID-4.A","--","--","--","--","--","--","--"
"Idaho : all solar",,"ELEC.GEN.TSN-ID-4.A",,,,,,,
"Idaho : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-ID-4.A","--","--","--","--","--","--","--"
"Idaho : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ID-4.A","--","--","--","--","--","--","--"
"Montana",,"ELEC.GEN..A",,,,,,,
"Montana : all fuels (utility-scale)",,"ELEC.GEN.ALL-MT-4.A",,,,,,,
"Montana : coal","thousand megawatthours","ELEC.GEN.COW-MT-4.A","--","--","--","--","--","--","--"
"Montana : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MT-4.A","--","--","--","--","--","--","--"
"Montana : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MT-4.A","--","--","--","--","--","--","--"
"Montana : natural gas","thousand megawatthours","ELEC.GEN.NG-MT-4.A","--","--","--","--","--","--","--"
"Montana : other gases","thousand megawatthours","ELEC.GEN.OOG-MT-4.A","--","--","--","--","--","--","--"
"Montana : nuclear","thousand megawatthours","ELEC.GEN.NUC-MT-4.A","--","--","--","--","--","--","--"
"Montana : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MT-4.A","--","--","--","--","--","--","--"
"Montana : other renewables",,"ELEC.GEN.AOR-MT-4.A",,,,,,,
"Montana : wind","thousand megawatthours","ELEC.GEN.WND-MT-4.A","--","--","--","--","--","--","--"
"Montana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MT-4.A","--","--","--","--","--","--","--"
"Montana : geothermal","thousand megawatthours","ELEC.GEN.GEO-MT-4.A","--","--","--","--","--","--","--"
"Montana : biomass","thousand megawatthours","ELEC.GEN.BIO-MT-4.A","--","--","--","--","--","--","--"
"Montana : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MT-4.A","--","--","--","--","--","--","--"
"Montana : other","thousand megawatthours","ELEC.GEN.OTH-MT-4.A","--","--","--","--","--","--","--"
"Montana : all solar",,"ELEC.GEN.TSN-MT-4.A",,,,,,,
"Montana : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MT-4.A","--","--","--","--","--","--","--"
"Montana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MT-4.A","--","--","--","--","--","--","--"
"Nevada",,"ELEC.GEN..A",,,,,,,
"Nevada : all fuels (utility-scale)",,"ELEC.GEN.ALL-NV-4.A",,,,,,,
"Nevada : coal","thousand megawatthours","ELEC.GEN.COW-NV-4.A","--","--","--","--","--","--","--"
"Nevada : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NV-4.A","--","--","--","--","--","--","--"
"Nevada : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NV-4.A","--","--","--","--","--","--","--"
"Nevada : natural gas","thousand megawatthours","ELEC.GEN.NG-NV-4.A","--","--","--","--","--","--","--"
"Nevada : other gases","thousand megawatthours","ELEC.GEN.OOG-NV-4.A","--","--","--","--","--","--","--"
"Nevada : nuclear","thousand megawatthours","ELEC.GEN.NUC-NV-4.A","--","--","--","--","--","--","--"
"Nevada : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NV-4.A","--","--","--","--","--","--","--"
"Nevada : other renewables",,"ELEC.GEN.AOR-NV-4.A",,,,,,,
"Nevada : wind","thousand megawatthours","ELEC.GEN.WND-NV-4.A","--","--","--","--","--","--","--"
"Nevada : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NV-4.A","--",32,32,32,31,45,77
"Nevada : geothermal","thousand megawatthours","ELEC.GEN.GEO-NV-4.A","--","--","--","--","--","--","--"
"Nevada : biomass","thousand megawatthours","ELEC.GEN.BIO-NV-4.A","--","--","--","--","--","--","--"
"Nevada : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NV-4.A","--","--","--","--","--","--","--"
"Nevada : other","thousand megawatthours","ELEC.GEN.OTH-NV-4.A","--","--","--","--","--","--","--"
"Nevada : all solar",,"ELEC.GEN.TSN-NV-4.A",,,,,,,
"Nevada : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NV-4.A","--","--","--","--","--","--","--"
"Nevada : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NV-4.A","--",32,32,32,31,45,77
"New Mexico",,"ELEC.GEN..A",,,,,,,
"New Mexico : all fuels (utility-scale)",,"ELEC.GEN.ALL-NM-4.A",,,,,,,
"New Mexico : coal","thousand megawatthours","ELEC.GEN.COW-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NM-4.A",0,"--","--","--","--","--","--"
"New Mexico : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : natural gas","thousand megawatthours","ELEC.GEN.NG-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : other gases","thousand megawatthours","ELEC.GEN.OOG-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : nuclear","thousand megawatthours","ELEC.GEN.NUC-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : other renewables",,"ELEC.GEN.AOR-NM-4.A",,,,,,,
"New Mexico : wind","thousand megawatthours","ELEC.GEN.WND-NM-4.A","--",3,4,3,3,3,"NM"
"New Mexico : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : geothermal","thousand megawatthours","ELEC.GEN.GEO-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : biomass","thousand megawatthours","ELEC.GEN.BIO-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : other","thousand megawatthours","ELEC.GEN.OTH-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : all solar",,"ELEC.GEN.TSN-NM-4.A",,,,,,,
"New Mexico : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NM-4.A","--","--","--","--","--","--","--"
"New Mexico : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NM-4.A","--","--","--","--","--","--","--"
"Utah",,"ELEC.GEN..A",,,,,,,
"Utah : all fuels (utility-scale)",,"ELEC.GEN.ALL-UT-4.A",,,,,,,
"Utah : coal","thousand megawatthours","ELEC.GEN.COW-UT-4.A","--","--","--","--","--","--","--"
"Utah : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-UT-4.A","--","--","--",0,0,0,0
"Utah : petroleum coke","thousand megawatthours","ELEC.GEN.PC-UT-4.A","--","--","--","--","--","--","--"
"Utah : natural gas","thousand megawatthours","ELEC.GEN.NG-UT-4.A","--","--",38,40,39,37,35
"Utah : other gases","thousand megawatthours","ELEC.GEN.OOG-UT-4.A","--","--","--","--","--","--","--"
"Utah : nuclear","thousand megawatthours","ELEC.GEN.NUC-UT-4.A","--","--","--","--","--","--","--"
"Utah : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-UT-4.A","--","--","--","--","--","--","--"
"Utah : other renewables",,"ELEC.GEN.AOR-UT-4.A",,,,,,,
"Utah : wind","thousand megawatthours","ELEC.GEN.WND-UT-4.A","--","--","--","--","--","--","--"
"Utah : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-UT-4.A","--","--","--","--","--","--","--"
"Utah : geothermal","thousand megawatthours","ELEC.GEN.GEO-UT-4.A","--","--","--","--","--","--","--"
"Utah : biomass","thousand megawatthours","ELEC.GEN.BIO-UT-4.A","--","--","--","--","--",15,13
"Utah : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-UT-4.A","--","--","--","--","--","--","--"
"Utah : other","thousand megawatthours","ELEC.GEN.OTH-UT-4.A","--","--","--","--","--","--","--"
"Utah : all solar",,"ELEC.GEN.TSN-UT-4.A",,,,,,,
"Utah : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-UT-4.A","--","--","--","--","--","--","--"
"Utah : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-UT-4.A","--","--","--","--","--","--","--"
"Wyoming",,"ELEC.GEN..A",,,,,,,
"Wyoming : all fuels (utility-scale)",,"ELEC.GEN.ALL-WY-4.A",,,,,,,
"Wyoming : coal","thousand megawatthours","ELEC.GEN.COW-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : natural gas","thousand megawatthours","ELEC.GEN.NG-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : other gases","thousand megawatthours","ELEC.GEN.OOG-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : nuclear","thousand megawatthours","ELEC.GEN.NUC-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : other renewables",,"ELEC.GEN.AOR-WY-4.A",,,,,,,
"Wyoming : wind","thousand megawatthours","ELEC.GEN.WND-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : geothermal","thousand megawatthours","ELEC.GEN.GEO-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : biomass","thousand megawatthours","ELEC.GEN.BIO-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : other","thousand megawatthours","ELEC.GEN.OTH-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : all solar",,"ELEC.GEN.TSN-WY-4.A",,,,,,,
"Wyoming : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WY-4.A","--","--","--","--","--","--","--"
"Wyoming : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WY-4.A","--","--","--","--","--","--","--"
"Pacific Contiguous",,"ELEC.GEN..A",,,,,,,
"California",,"ELEC.GEN..A",,,,,,,
"California : all fuels (utility-scale)",,"ELEC.GEN.ALL-CA-4.A",,,,,,,
"California : coal","thousand megawatthours","ELEC.GEN.COW-CA-4.A","--","--","--","--","--","--","--"
"California : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-CA-4.A","--","--",0,0,"NM","--","--"
"California : petroleum coke","thousand megawatthours","ELEC.GEN.PC-CA-4.A","--","--","--","--","--","--","--"
"California : natural gas","thousand megawatthours","ELEC.GEN.NG-CA-4.A",4,203,212,231,11,12,32
"California : other gases","thousand megawatthours","ELEC.GEN.OOG-CA-4.A","--","--","--","--","--","--","--"
"California : nuclear","thousand megawatthours","ELEC.GEN.NUC-CA-4.A","--","--","--","--","--","--","--"
"California : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-CA-4.A",2,2,0,3,3,3,"NM"
"California : other renewables",,"ELEC.GEN.AOR-CA-4.A",,,,,,,
"California : wind","thousand megawatthours","ELEC.GEN.WND-CA-4.A","--","--",0,1,3,5,"NM"
"California : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CA-4.A",4,28,49,79,89,93,122
"California : geothermal","thousand megawatthours","ELEC.GEN.GEO-CA-4.A","--","--","--","--","--","--","--"
"California : biomass","thousand megawatthours","ELEC.GEN.BIO-CA-4.A",97,688,687,709,599,542,486
"California : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-CA-4.A","--","--","--","--",0,0,0
"California : other","thousand megawatthours","ELEC.GEN.OTH-CA-4.A","--","--","--","--","--","--","--"
"California : all solar",,"ELEC.GEN.TSN-CA-4.A",,,,,,,
"California : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-CA-4.A","--","--","--","--","--","--","--"
"California : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CA-4.A",4,28,49,79,89,93,122
"Oregon",,"ELEC.GEN..A",,,,,,,
"Oregon : all fuels (utility-scale)",,"ELEC.GEN.ALL-OR-4.A",,,,,,,
"Oregon : coal","thousand megawatthours","ELEC.GEN.COW-OR-4.A","--","--","--","--","--","--","--"
"Oregon : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-OR-4.A","--","--","--","--","--","--","--"
"Oregon : petroleum coke","thousand megawatthours","ELEC.GEN.PC-OR-4.A","--","--","--","--","--","--","--"
"Oregon : natural gas","thousand megawatthours","ELEC.GEN.NG-OR-4.A","--","--","--",0,0,0,0
"Oregon : other gases","thousand megawatthours","ELEC.GEN.OOG-OR-4.A","--","--","--","--","--","--","--"
"Oregon : nuclear","thousand megawatthours","ELEC.GEN.NUC-OR-4.A","--","--","--","--","--","--","--"
"Oregon : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-OR-4.A","--","--","--","--","--","--","--"
"Oregon : other renewables",,"ELEC.GEN.AOR-OR-4.A",,,,,,,
"Oregon : wind","thousand megawatthours","ELEC.GEN.WND-OR-4.A","--","--","--","--","--","--","--"
"Oregon : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OR-4.A","--","--","--","--","--","--","--"
"Oregon : geothermal","thousand megawatthours","ELEC.GEN.GEO-OR-4.A","--","--","--","--","--","--","--"
"Oregon : biomass","thousand megawatthours","ELEC.GEN.BIO-OR-4.A",21,24,22,22,20,20,17
"Oregon : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-OR-4.A","--","--","--","--","--","--","--"
"Oregon : other","thousand megawatthours","ELEC.GEN.OTH-OR-4.A","--","--","--","--","--","--","--"
"Oregon : all solar",,"ELEC.GEN.TSN-OR-4.A",,,,,,,
"Oregon : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-OR-4.A","--","--","--","--","--","--","--"
"Oregon : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OR-4.A","--","--","--","--","--","--","--"
"Washington",,"ELEC.GEN..A",,,,,,,
"Washington : all fuels (utility-scale)",,"ELEC.GEN.ALL-WA-4.A",,,,,,,
"Washington : coal","thousand megawatthours","ELEC.GEN.COW-WA-4.A","--","--","--","--","--","--","--"
"Washington : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WA-4.A",0,0,0,0,0,0,"NM"
"Washington : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WA-4.A","--","--","--","--","--","--","--"
"Washington : natural gas","thousand megawatthours","ELEC.GEN.NG-WA-4.A",1,1,0,0,0,1,"NM"
"Washington : other gases","thousand megawatthours","ELEC.GEN.OOG-WA-4.A","--","--","--","--","--","--","--"
"Washington : nuclear","thousand megawatthours","ELEC.GEN.NUC-WA-4.A","--","--","--","--","--","--","--"
"Washington : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WA-4.A",53,"--","--","--","--","--","--"
"Washington : other renewables",,"ELEC.GEN.AOR-WA-4.A",,,,,,,
"Washington : wind","thousand megawatthours","ELEC.GEN.WND-WA-4.A","--","--","--","--","--","--","--"
"Washington : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WA-4.A","--","--","--","--","--","--","--"
"Washington : geothermal","thousand megawatthours","ELEC.GEN.GEO-WA-4.A","--","--","--","--","--","--","--"
"Washington : biomass","thousand megawatthours","ELEC.GEN.BIO-WA-4.A","--","--","--","--","--","--","--"
"Washington : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WA-4.A","--","--","--","--","--","--","--"
"Washington : other","thousand megawatthours","ELEC.GEN.OTH-WA-4.A","--","--","--","--","--","--","--"
"Washington : all solar",,"ELEC.GEN.TSN-WA-4.A",,,,,,,
"Washington : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WA-4.A","--","--","--","--","--","--","--"
"Washington : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WA-4.A","--","--","--","--","--","--","--"
"Pacific Noncontiguous",,"ELEC.GEN..A",,,,,,,
"Alaska",,"ELEC.GEN..A",,,,,,,
"Alaska : all fuels (utility-scale)",,"ELEC.GEN.ALL-AK-4.A",,,,,,,
"Alaska : coal","thousand megawatthours","ELEC.GEN.COW-AK-4.A","--","--","--",135,"--","--","--"
"Alaska : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AK-4.A",1,0,0,0,0,0,"NM"
"Alaska : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AK-4.A","--","--","--","--","--","--","--"
"Alaska : natural gas","thousand megawatthours","ELEC.GEN.NG-AK-4.A","--","--","--",0,0,0,"NM"
"Alaska : other gases","thousand megawatthours","ELEC.GEN.OOG-AK-4.A","--","--","--","--","--","--","--"
"Alaska : nuclear","thousand megawatthours","ELEC.GEN.NUC-AK-4.A","--","--","--","--","--","--","--"
"Alaska : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AK-4.A","--","--","--","--","--","--","--"
"Alaska : other renewables",,"ELEC.GEN.AOR-AK-4.A",,,,,,,
"Alaska : wind","thousand megawatthours","ELEC.GEN.WND-AK-4.A","--","--","--","--","--","--","--"
"Alaska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AK-4.A","--","--","--","--","--","--","--"
"Alaska : geothermal","thousand megawatthours","ELEC.GEN.GEO-AK-4.A","--","--","--","--","--","--","--"
"Alaska : biomass","thousand megawatthours","ELEC.GEN.BIO-AK-4.A","--","--",0,46,56,50,46
"Alaska : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AK-4.A","--","--","--","--","--","--","--"
"Alaska : other","thousand megawatthours","ELEC.GEN.OTH-AK-4.A","--","--","--","--","--","--","--"
"Alaska : all solar",,"ELEC.GEN.TSN-AK-4.A",,,,,,,
"Alaska : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AK-4.A","--","--","--","--","--","--","--"
"Alaska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AK-4.A","--","--","--","--","--","--","--"
"Hawaii",,"ELEC.GEN..A",,,,,,,
"Hawaii : all fuels (utility-scale)",,"ELEC.GEN.ALL-HI-4.A",,,,,,,
"Hawaii : coal","thousand megawatthours","ELEC.GEN.COW-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-HI-4.A",1,1,1,2,2,3,3
"Hawaii : petroleum coke","thousand megawatthours","ELEC.GEN.PC-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : natural gas","thousand megawatthours","ELEC.GEN.NG-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : other gases","thousand megawatthours","ELEC.GEN.OOG-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : nuclear","thousand megawatthours","ELEC.GEN.NUC-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : other renewables",,"ELEC.GEN.AOR-HI-4.A",,,,,,,
"Hawaii : wind","thousand megawatthours","ELEC.GEN.WND-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : geothermal","thousand megawatthours","ELEC.GEN.GEO-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : biomass","thousand megawatthours","ELEC.GEN.BIO-HI-4.A",174,161,153,183,194,189,205
"Hawaii : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : other","thousand megawatthours","ELEC.GEN.OTH-HI-4.A",137,155,147,175,187,182,197
"Hawaii : all solar",,"ELEC.GEN.TSN-HI-4.A",,,,,,,
"Hawaii : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-HI-4.A","--","--","--","--","--","--","--"
"Hawaii : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-HI-4.A","--","--","--","--","--","--","--" 
