# File: GCAMFAOSTAT_PFertilizer.csv
# Title: FAO phosphate fertilizer production and consumption by country_year
# Units: tonnes P2O5
# Description:  Queried data are preprocessed for consistency with outputs of gcamfaostat
# Data source: FAOSTAT
# Date of CSV last update: 2026-07-23
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
249,Yemen,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,50,100,140,190,1360,153,545,650,940,470,81,302,470,1900,1200,1350,980,1100,766,2770,3000,1100,2000,1500,2000,0,0,848,0,0,0,0,0,201,869,115,0,0,0,0,0,3693,8488,1212,554,1207,931,315,2343,2906,1368,1725
249,Yemen,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Democratic Republic of the Congo,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,500,400,526,1600,1800,4545,5220,2500,2300,1200,2200,2500,1757,2684,5000,2200,978,2000,500,1400,500,1800,200,100,3468,3000,2000,0,271,267,300,81,0,369,314,40,245,468,891,690,818,968,1215,1274,1710,1954,1511,1534,1749,1539,1771,1771,3204
250,Democratic Republic of the Congo,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Zambia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,10424,12912,11863,11551,14700,14400,14100,15600,14000,14643,19500,20900,22100,17200,13980,18700,16492,23568,22660,19400,15900,15400,18200,19200,13000,13000,13900,14100,13500,13391,13391,11700,13470,14559,11414,4790,8553,11587,8889,6226,8425,26815,25469,30201,39213,39294,38318,37343,36831,49349,57818,34031,41577
251,Zambia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8300,10100,7200,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Belgium,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43206,43206,49938,49829,47292,45304,15917,23010,27820,24818,24817,24379,16679,17888,12915,12571,12995,13373,12952,12965,11915
255,Belgium,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,175000,150000,149600,135200,146200,152500,142000,106000,130000,110000,104000,236900,219700,254500,255100,301400,263504.85,269729.64,266972.6,235342.87,229609.72
256,Luxembourg,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1794,1794,2062,2171,1708,1696,1083,990,1180,1182,1183,1179,1180,1182,1124,1167,840,780,816,866,555
256,Luxembourg,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Serbia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68235,95989,66632,89546,73313,94076,116949,94673,52888,53494,77079,45724,21935,38326,99436,37857,73164
272,Serbia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22111,25456,32403,34105,40977,40525,37284,35533.4,38916.9,34154.25,38168.1,40788.9,41354.1,62140.8,77432.73,63308.25,90146.91
273,Montenegro,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,683,658,469,587,501,473,591,552,508,621,549,502,579,680,714,336
273,Montenegro,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Sudan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35571,2863,36626,7406,9418,4717,26958,10119,39343,26958,26958
276,Sudan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
277,South Sudan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,7,8,0,86,65,40,1,0
277,South Sudan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
299,Palestine,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039,3653,3604,3884,3887,3616,2815,3087,1762,1875,2151,2727,2356,2537,3427,3298,2593,3193,3029,2121,2100
299,Palestine,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
