Region,Technology,Fuel,2005Vintage,PHEV,Emission,2005,2010
R8,TLEMGSL,GSL,yes,no,BC,0.074,0.035
R8,TLEPDSL,DSL,yes,no,BC,0.086,0.047
R8,TLEPGSL,GSL,yes,no,BC,0.187,0.089
R8,TLESSGSL,GSL,yes,no,BC,0.069,0.033
R8,TLFCONV10,GSL,no,no,BC,0,0.04
R8,TLFDSL10,DSL,no,no,BC,0,0.001
R8,TLLSCONV10,GSL,no,no,BC,0,0.027
R8,TLMCCONV10,GSL,no,no,BC,0,0.002
R8,TLMCNG10,CNG,no,no,BC,0,0
R8,TLMCONV10,GSL,no,no,BC,0,0.011
R8,TLMP20G10,Other,no,20-mi,BC,0,0
R8,TLPCNG10,CNG,no,no,BC,0,0
R8,TLPCONV10,GSL,no,no,BC,0,0.018
R8,TLPDSL10,DSL,no,no,BC,0,0.221
R8,TLSSCONV10,GSL,no,no,BC,0,0.031
R8,TLSSDSL10,DSL,no,no,BC,0,0
R8,TLSSHEV10,Other,no,no,BC,0,0.002
R8,TMCNGC,CNG,no,no,BC,0,0
R8,TMCNGC10,CNG,no,no,BC,0,0.001
R8,TMCNGE,CNG,yes,no,BC,0,0
R8,TMDSLC,DSL,no,no,BC,0,0
R8,TMDSLC10,DSL,no,no,BC,0,0.296
R8,TMDSLE,DSL,yes,no,BC,1.321,0.638
R8,TMGSLC,GSL,no,no,BC,0,0
R8,TMGSLC10,GSL,no,no,BC,0,0.004
R8,TMGSLE,GSL,yes,no,BC,0.016,0.009
R8,TMLPGC,Other,no,no,BC,0,0
R8,TMLPGC10,Other,no,no,BC,0,0
R8,TMLPGE,Other,yes,no,BC,0,0
R9,TBCNGC,CNG,no,no,BC,0,0
R9,TBCNGE,CNG,yes,no,BC,0.001,0
R9,TBDSLC,DSL,no,no,BC,0,0
R9,TBDSLC10,DSL,no,no,BC,0,0.082
R9,TBDSLE,DSL,yes,no,BC,0.506,0.244
R9,TBGSLE,GSL,yes,no,BC,0.001,0
R9,TCDSLC,DSL,no,no,BC,0,0
R9,TCDSLC10,DSL,no,no,BC,0,0.035
R9,TCDSLE,DSL,yes,no,BC,0.899,0.463
R9,TCE85C,E85,no,no,BC,0,0
R9,TCGSLC,GSL,no,no,BC,0,0
R9,TCGSLC10,GSL,no,no,BC,0,0.003
R9,TCGSLE,GSL,yes,no,BC,0.034,0.017
R9,THLB20C,B20,no,no,BC,0,0
R9,THLDSLC,DSL,no,no,BC,0,0
R9,THLDSLC10,DSL,no,no,BC,0,0.432
R9,THLDSLE,DSL,yes,no,BC,2.882,1.435
R9,THSCNGE,CNG,yes,no,BC,0,0
R9,THSDSLC,DSL,no,no,BC,0,0
R9,THSDSLC10,DSL,no,no,BC,0,0.411
R9,THSDSLE,DSL,yes,no,BC,3.966,1.845
R9,THSGSLE,GSL,yes,no,BC,0.001,0
R9,THSLPGE,Other,yes,no,BC,0,0
R9,TLCCNG10,CNG,no,no,BC,0,0
R9,TLCCONV10,GSL,no,no,BC,0,0.052
R9,TLCDSL10,DSL,no,no,BC,0,0
R9,TLCHEV10,Other,no,no,BC,0,0.007
R9,TLECGSL,GSL,yes,no,BC,0.693,0.3
R9,TLECNGX,CNG,yes,no,BC,0.004,0.002
R9,TLEELC,Other,yes,no,BC,0,0
R9,TLEETHX,ETH,yes,no,BC,0.001,0
R9,TLEFDSL,DSL,yes,no,BC,0.004,0.002
R9,TLEFGSL,GSL,yes,no,BC,0.554,0.24
R9,TLELPGX,Other,yes,no,BC,0.005,0.002
R9,TLELSGSL,GSL,yes,no,BC,0.141,0.067
R9,TLEMCGSL,GSL,yes,no,BC,0.041,0.018
R9,TLEMGSL,GSL,yes,no,BC,0.234,0.111
R9,TLEPDSL,DSL,yes,no,BC,0.189,0.103
R9,TLEPGSL,GSL,yes,no,BC,0.411,0.196
R9,TLESSGSL,GSL,yes,no,BC,0.165,0.079
R9,TLFCONV10,GSL,no,no,BC,0,0.086
R9,TLFDSL10,DSL,no,no,BC,0,0.001
R9,TLLSCONV10,GSL,no,no,BC,0,0.059
R9,TLMCCONV10,GSL,no,no,BC,0,0.005
R9,TLMCNG10,CNG,no,no,BC,0,0
R9,TLMCONV10,GSL,no,no,BC,0,0.023
R9,TLMP20G10,Other,no,20-mi,BC,0,0
R9,TLPCNG10,CNG,no,no,BC,0,0
R9,TLPCONV10,GSL,no,no,BC,0,0.038
R9,TLPDSL10,DSL,no,no,BC,0,0.51
R9,TLSSCONV10,GSL,no,no,BC,0,0.067
R9,TLSSDSL10,DSL,no,no,BC,0,0
R9,TLSSHEV10,Other,no,no,BC,0,0.004
R9,TMB20C,B20,no,no,BC,0,0
R9,TMCNGC,CNG,no,no,BC,0,0
R9,TMCNGC10,CNG,no,no,BC,0,0
R9,TMCNGE,CNG,yes,no,BC,0,0
R9,TMDSLC,DSL,no,no,BC,0,0
R9,TMDSLC10,DSL,no,no,BC,0,0.231
R9,TMDSLE,DSL,yes,no,BC,1.03,0.497
R9,TMGSLC,GSL,no,no,BC,0,0
R9,TMGSLC10,GSL,no,no,BC,0,0.003
R9,TMGSLE,GSL,yes,no,BC,0.013,0.007
R9,TMLPGC,Other,no,no,BC,0,0
R9,TMLPGC10,Other,no,no,BC,0,0
R9,TMLPGE,Other,yes,no,BC,0,0
R1,TBCNGC,CNG,no,no,CH4,0,0
R1,TBCNGE,CNG,yes,no,CH4,0.461,0.232
R1,TBDSLC,DSL,no,no,CH4,0,0
R1,TBDSLC10,DSL,no,no,CH4,0,0.002
R1,TBDSLE,DSL,yes,no,CH4,0.001,0.007
R1,TBGSLE,GSL,yes,no,CH4,0.002,0.001
R1,TCDSLC,DSL,no,no,CH4,0,0
R1,TCDSLC10,DSL,no,no,CH4,0,0.011
R1,TCDSLE,DSL,yes,no,CH4,0.011,0.059
R1,TCE85C,E85,no,no,CH4,0,0
R1,TCGSLC,GSL,no,no,CH4,0,0
R1,TCGSLC10,GSL,no,no,CH4,0,0.023
R1,TCGSLE,GSL,yes,no,CH4,0.439,0.241
R1,THLB20C,B20,no,no,CH4,0,0
R1,THLDSLC,DSL,no,no,CH4,0,0
R1,THLDSLC10,DSL,no,no,CH4,0,0.119
R1,THLDSLE,DSL,yes,no,CH4,0.02,0.396
R1,THSCNGC10,CNG,no,no,CH4,0,0
R1,THSCNGE,CNG,yes,no,CH4,0,0
R1,THSDSLC,DSL,no,no,CH4,0,0
R1,THSDSLC10,DSL,no,no,CH4,0,0.041
R1,THSDSLE,DSL,yes,no,CH4,0.033,0.184
R1,THSGSLE,GSL,yes,no,CH4,0.008,0.002
R1,THSLPGE,Other,yes,no,CH4,0.001,0
R1,TLCCNG10,CNG,no,no,CH4,0,0
R1,TLCCONV10,GSL,no,no,CH4,0,0.078
R1,TLCDSL10,DSL,no,no,CH4,0,0
R1,TLCHEV10,Other,no,no,CH4,0,0.01
R1,TLECGSL,GSL,yes,no,CH4,1.161,0.531
R1,TLECNGX,CNG,yes,no,CH4,0.012,0.005
R1,TLEELC,Other,yes,no,CH4,0,0
R1,TLEETHX,ETH,yes,no,CH4,0.002,0.003
R1,TLEFDSL,DSL,yes,no,CH4,0.001,0.008
R1,TLEFGSL,GSL,yes,no,CH4,0.928,0.424
R1,TLELPGX,Other,yes,no,CH4,0.016,0.007
R1,TLELSGSL,GSL,yes,no,CH4,0.404,0.219
R1,TLEMCGSL,GSL,yes,no,CH4,0.069,0.031
R1,TLEMGSL,GSL,yes,no,CH4,0.806,0.435
R1,TLEPDSL,DSL,yes,no,CH4,0.001,0.004
R1,TLEPGSL,GSL,yes,no,CH4,0.988,0.534
R1,TLESSGSL,GSL,yes,no,CH4,0.475,0.257
R1,TLFCONV10,GSL,no,no,CH4,0,0.129
R1,TLFDSL10,DSL,no,no,CH4,0,0.003
R1,TLLSCONV10,GSL,no,no,CH4,0,0.159
R1,TLMCCONV10,GSL,no,no,CH4,0,0.008
R1,TLMCONV10,GSL,no,no,CH4,0,0.063
R1,TLMP20G10,Other,no,20-mi,CH4,0,0
R1,TLPCNG10,CNG,no,no,CH4,0,0
R1,TLPCONV10,GSL,no,no,CH4,0,0.136
R1,TLPDSL10,DSL,no,no,CH4,0,0.005
R1,TLSSCONV10,GSL,no,no,CH4,0,0.19
R1,TLSSDSL10,DSL,no,no,CH4,0,0
R1,TLSSHEV10,Other,no,no,CH4,0,0.003
R1,TMCNGC,CNG,no,no,CH4,0,0
R1,TMCNGC10,CNG,no,no,CH4,0,0.003
R1,TMCNGE,CNG,yes,no,CH4,0.003,0.001
R1,TMDSLC,DSL,no,no,CH4,0,0
R1,TMDSLC10,DSL,no,no,CH4,0,0.047
R1,TMDSLE,DSL,yes,no,CH4,0.017,0.101
R1,TMGSLC,GSL,no,no,CH4,0,0
R1,TMGSLC10,GSL,no,no,CH4,0,0.019
R1,TMGSLE,GSL,yes,no,CH4,0.15,0.038
R1,TMLPGC,Other,no,no,CH4,0,0
R1,TMLPGC10,Other,no,no,CH4,0,0.001
R1,TMLPGE,Other,yes,no,CH4,0.003,0.001
R2,TBCNGC,CNG,no,no,CH4,0,0
R2,TBCNGE,CNG,yes,no,CH4,2.065,1.039
R2,TBDSLC,DSL,no,no,CH4,0,0
R2,TBDSLC10,DSL,no,no,CH4,0,0.01
R2,TBDSLE,DSL,yes,no,CH4,0.006,0.029
R2,TBGSLE,GSL,yes,no,CH4,0.009,0.003
R2,TCDSLC,DSL,no,no,CH4,0,0
R2,TCDSLE,DSL,yes,no,CH4,0.008,0.04
R2,TCE85C,E85,no,no,CH4,0,0
R2,TCGSLC,GSL,no,no,CH4,0,0
R2,TCGSLC10,GSL,no,no,CH4,0,0.038
R2,TCGSLE,GSL,yes,no,CH4,0.186,0.102
R2,THLB20C,B20,no,no,CH4,0,0
R2,THLDSLC,DSL,no,no,CH4,0,0
R2,THLDSLC10,DSL,no,no,CH4,0,0.102
R2,THLDSLE,DSL,yes,no,CH4,0.017,0.339
R2,THSCNGC10,CNG,no,no,CH4,0,0
R2,THSCNGE,CNG,yes,no,CH4,0,0
R2,THSDSLC,DSL,no,no,CH4,0,0
R2,THSDSLC10,DSL,no,no,CH4,0,0.022
R2,THSDSLE,DSL,yes,no,CH4,0.017,0.097
R2,THSGSLE,GSL,yes,no,CH4,0.003,0.001
R2,TLCCNG10,CNG,no,no,CH4,0,0
R2,TLCCONV10,GSL,no,no,CH4,0,0.159
R2,TLCDSL10,DSL,no,no,CH4,0,0
R2,TLCHEV10,Other,no,no,CH4,0,0.021
R2,TLECGSL,GSL,yes,no,CH4,2.454,1.122
R2,TLECNGX,CNG,yes,no,CH4,0.028,0.013
R2,TLEELC,Other,yes,no,CH4,0,0
R2,TLEETHX,ETH,yes,no,CH4,0.013,0.023
R2,TLEFDSL,DSL,yes,no,CH4,0.002,0.017
R2,TLEFGSL,GSL,yes,no,CH4,1.961,0.897
R2,TLELPGX,Other,yes,no,CH4,0.019,0.009
R2,TLELSGSL,GSL,yes,no,CH4,0.995,0.539
R2,TLEMCGSL,GSL,yes,no,CH4,0.145,0.067
R2,TLEMGSL,GSL,yes,no,CH4,1.781,0.962
R2,TLEPDSL,DSL,yes,no,CH4,0.002,0.008
R2,TLEPGSL,GSL,yes,no,CH4,1.715,0.927
R2,TLESSGSL,GSL,yes,no,CH4,1.171,0.632
R2,TLFCONV10,GSL,no,no,CH4,0,0.261
R2,TLFDSL10,DSL,no,no,CH4,0,0.007
R2,TLLSCONV10,GSL,no,no,CH4,0,0.322
R2,TLMCCONV10,GSL,no,no,CH4,0,0.016
R2,TLMCNG10,CNG,no,no,CH4,0,0
R2,TLMCONV10,GSL,no,no,CH4,0,0.128
R2,TLMP20G10,Other,no,20-mi,CH4,0,0
R2,TLPCNG10,CNG,no,no,CH4,0,0.002
R2,TLPCONV10,GSL,no,no,CH4,0,0.216
R2,TLPDSL10,DSL,no,no,CH4,0,0.039
R2,TLSSCONV10,GSL,no,no,CH4,0,0.368
R2,TLSSDSL10,DSL,no,no,CH4,0,0
R2,TLSSHEV10,Other,no,no,CH4,0,0.022
R2,TMB20C,B20,no,no,CH4,0,0
R2,TMCNGC,CNG,no,no,CH4,0,0
R2,TMCNGC10,CNG,no,no,CH4,0,0.002
R2,TMCNGE,CNG,yes,no,CH4,0.002,0
R2,TMDSLC,DSL,no,no,CH4,0,0
R2,TMDSLC10,DSL,no,no,CH4,0,0.027
R2,TMDSLE,DSL,yes,no,CH4,0.01,0.058
R2,TMGSLC,GSL,no,no,CH4,0,0
R2,TMGSLC10,GSL,no,no,CH4,0,0.011
R2,TMGSLE,GSL,yes,no,CH4,0.086,0.022
R2,TMLPGC,Other,no,no,CH4,0,0
R2,TMLPGC10,Other,no,no,CH4,0,0
R2,TMLPGE,Other,yes,no,CH4,0.002,0
R3,TBCNGC,CNG,no,no,CH4,0,0
R3,TBCNGE,CNG,yes,no,CH4,1.312,0.66
R3,TBDSLC,DSL,no,no,CH4,0,0
R3,TBDSLC10,DSL,no,no,CH4,0,0.006
R3,TBDSLE,DSL,yes,no,CH4,0.004,0.019
R3,TBGSLE,GSL,yes,no,CH4,0.006,0.002
R3,TCDSLC,DSL,no,no,CH4,0,0
R3,TCDSLC10,DSL,no,no,CH4,0,0.008
R3,TCDSLE,DSL,yes,no,CH4,0.009,0.049
R3,TCE85C,E85,no,no,CH4,0,0
R3,TCGSLC,GSL,no,no,CH4,0,0
R3,TCGSLC10,GSL,no,no,CH4,0,0.021
R3,TCGSLE,GSL,yes,no,CH4,0.357,0.196
R3,THLB20C,B20,no,no,CH4,0,0
R3,THLDSLC,DSL,no,no,CH4,0,0
R3,THLDSLC10,DSL,no,no,CH4,0,0.286
R3,THLDSLE,DSL,yes,no,CH4,0.048,0.948
R3,THLLPGE,Other,yes,no,CH4,0,0
R3,THSCNGC10,CNG,no,no,CH4,0,0
R3,THSDSLC,DSL,no,no,CH4,0,0
R3,THSDSLC10,DSL,no,no,CH4,0,0.039
R3,THSDSLE,DSL,yes,no,CH4,0.029,0.162
R3,THSGSLE,GSL,yes,no,CH4,0.007,0.002
R3,THSLPGE,Other,yes,no,CH4,0.002,0
R3,TLCCNG10,CNG,no,no,CH4,0,0.001
R3,TLCCONV10,GSL,no,no,CH4,0,0.241
R3,TLCDSL10,DSL,no,no,CH4,0,0
R3,TLCETHX10,ETH,no,no,CH4,0,0
R3,TLCHEV10,Other,no,no,CH4,0,0.031
R3,TLECGSL,GSL,yes,no,CH4,3.681,1.683
R3,TLECNGX,CNG,yes,no,CH4,0.008,0.003
R3,TLEELC,Other,yes,no,CH4,0,0
R3,TLEETHX,ETH,yes,no,CH4,0.062,0.11
R3,TLEFDSL,DSL,yes,no,CH4,0.004,0.025
R3,TLEFGSL,GSL,yes,no,CH4,2.942,1.345
R3,TLELPGX,Other,yes,no,CH4,0.031,0.014
R3,TLELSGSL,GSL,yes,no,CH4,1.085,0.587
R3,TLEMCGSL,GSL,yes,no,CH4,0.218,0.1
R3,TLEMGSL,GSL,yes,no,CH4,2.493,1.347
R3,TLEPDSL,DSL,yes,no,CH4,0.004,0.016
R3,TLEPGSL,GSL,yes,no,CH4,3.602,1.946
R3,TLESSGSL,GSL,yes,no,CH4,1.275,0.689
R3,TLFCONV10,GSL,no,no,CH4,0,0.396
R3,TLFDSL10,DSL,no,no,CH4,0,0.01
R3,TLLSCONV10,GSL,no,no,CH4,0,0.489
R3,TLLSETHX10,ETH,no,no,CH4,0,0
R3,TLMCCONV10,GSL,no,no,CH4,0,0.024
R3,TLMCONV10,GSL,no,no,CH4,0,0.194
R3,TLMETHX10,ETH,no,no,CH4,0,0
R3,TLMP20G10,Other,no,20-mi,CH4,0,0
R3,TLPCNG10,CNG,no,no,CH4,0,0.003
R3,TLPCONV10,GSL,no,no,CH4,0,0.325
R3,TLPDSL10,DSL,no,no,CH4,0,0.061
R3,TLPETHX10,ETH,no,no,CH4,0,0
R3,TLSSCONV10,GSL,no,no,CH4,0,0.56
R3,TLSSDSL10,DSL,no,no,CH4,0,0
R3,TLSSETHX10,ETH,no,no,CH4,0,0
R3,TLSSHEV10,Other,no,no,CH4,0,0.034
R3,TMCNGC,CNG,no,no,CH4,0,0
R3,TMCNGC10,CNG,no,no,CH4,0,0.002
R3,TMCNGE,CNG,yes,no,CH4,0.002,0.001
R3,TMDSLC,DSL,no,no,CH4,0,0
R3,TMDSLC10,DSL,no,no,CH4,0,0.03
R3,TMDSLE,DSL,yes,no,CH4,0.011,0.064
R3,TMGSLC,GSL,no,no,CH4,0,0
R3,TMGSLC10,GSL,no,no,CH4,0,0.012
R3,TMGSLE,GSL,yes,no,CH4,0.095,0.024
R3,TMLPGC,Other,no,no,CH4,0,0
R3,TMLPGC10,Other,no,no,CH4,0,0
R3,TMLPGE,Other,yes,no,CH4,0.002,0
R4,TBCNGC,CNG,no,no,CH4,0,0
R4,TBCNGE,CNG,yes,no,CH4,0.568,0.286
R4,TBDSLC,DSL,no,no,CH4,0,0
R4,TBDSLC10,DSL,no,no,CH4,0,0.003
R4,TBDSLE,DSL,yes,no,CH4,0.002,0.008
R4,TBGSLE,GSL,yes,no,CH4,0.003,0.001
R4,TCDSLC,DSL,no,no,CH4,0,0
R4,TCDSLC10,DSL,no,no,CH4,0,0.007
R4,TCDSLE,DSL,yes,no,CH4,0.009,0.048
R4,TCE85C,E85,no,no,CH4,0,0
R4,TCGSLC,GSL,no,no,CH4,0,0
R4,TCGSLC10,GSL,no,no,CH4,0,0.023
R4,TCGSLE,GSL,yes,no,CH4,0.333,0.183
R4,THLB20C,B20,no,no,CH4,0,0
R4,THLDSLC,DSL,no,no,CH4,0,0
R4,THLDSLC10,DSL,no,no,CH4,0,0.513
R4,THLDSLE,DSL,yes,no,CH4,0.086,1.702
R4,THSCNGC10,CNG,no,no,CH4,0,0
R4,THSDSLC,DSL,no,no,CH4,0,0
R4,THSDSLC10,DSL,no,no,CH4,0,0.038
R4,THSDSLE,DSL,yes,no,CH4,0.028,0.155
R4,THSGSLE,GSL,yes,no,CH4,0.014,0.002
R4,THSLPGE,Other,yes,no,CH4,0.001,0
R4,TLCCNG10,CNG,no,no,CH4,0,0
R4,TLCCONV10,GSL,no,no,CH4,0,0.115
R4,TLCDSL10,DSL,no,no,CH4,0,0
R4,TLCHEV10,Other,no,no,CH4,0,0.015
R4,TLECGSL,GSL,yes,no,CH4,1.687,0.772
R4,TLECNGX,CNG,yes,no,CH4,0.001,0
R4,TLEELC,Other,yes,no,CH4,0,0
R4,TLEETHX,ETH,yes,no,CH4,0.038,0.067
R4,TLEFDSL,DSL,yes,no,CH4,0.002,0.012
R4,TLEFGSL,GSL,yes,no,CH4,1.348,0.617
R4,TLELPGX,Other,yes,no,CH4,0.011,0.005
R4,TLELSGSL,GSL,yes,no,CH4,0.444,0.241
R4,TLEMCGSL,GSL,yes,no,CH4,0.1,0.046
R4,TLEMGSL,GSL,yes,no,CH4,0.97,0.524
R4,TLEPDSL,DSL,yes,no,CH4,0.002,0.009
R4,TLEPGSL,GSL,yes,no,CH4,1.926,1.041
R4,TLESSGSL,GSL,yes,no,CH4,0.524,0.283
R4,TLFCONV10,GSL,no,no,CH4,0,0.189
R4,TLFDSL10,DSL,no,no,CH4,0,0.005
R4,TLLSCONV10,GSL,no,no,CH4,0,0.209
R4,TLLSETHX10,ETH,no,no,CH4,0,0.062
R4,TLMCCONV10,GSL,no,no,CH4,0,0.012
R4,TLMCONV10,GSL,no,no,CH4,0,0.093
R4,TLMETHX10,ETH,no,no,CH4,0,0
R4,TLMP20G10,Other,no,20-mi,CH4,0,0
R4,TLPCNG10,CNG,no,no,CH4,0,0.001
R4,TLPCONV10,GSL,no,no,CH4,0,0.155
R4,TLPDSL10,DSL,no,no,CH4,0,0.03
R4,TLPETHX10,ETH,no,no,CH4,0,0
R4,TLSSCONV10,GSL,no,no,CH4,0,0.268
R4,TLSSDSL10,DSL,no,no,CH4,0,0
R4,TLSSHEV10,Other,no,no,CH4,0,0.016
R4,TMCNGC,CNG,no,no,CH4,0,0
R4,TMCNGC10,CNG,no,no,CH4,0,0.002
R4,TMCNGE,CNG,yes,no,CH4,0.002,0
R4,TMDSLC,DSL,no,no,CH4,0,0
R4,TMDSLC10,DSL,no,no,CH4,0,0.027
R4,TMDSLE,DSL,yes,no,CH4,0.01,0.057
R4,TMGSLC,GSL,no,no,CH4,0,0
R4,TMGSLC10,GSL,no,no,CH4,0,0.011
R4,TMGSLE,GSL,yes,no,CH4,0.086,0.022
R4,TMLPGC,Other,no,no,CH4,0,0
R4,TMLPGC10,Other,no,no,CH4,0,0
R4,TMLPGE,Other,yes,no,CH4,0.002,0
R5,TBCNGC,CNG,no,no,CH4,0,0
R5,TBCNGE,CNG,yes,no,CH4,1.426,0.717
R5,TBDSLC,DSL,no,no,CH4,0,0
R5,TBDSLC10,DSL,no,no,CH4,0,0.007
R5,TBDSLE,DSL,yes,no,CH4,0.004,0.02
R5,TBGSLE,GSL,yes,no,CH4,0.006,0.002
R5,TCDSLC,DSL,no,no,CH4,0,0
R5,TCDSLC10,DSL,no,no,CH4,0,0.002
R5,TCDSLE,DSL,yes,no,CH4,0.019,0.1
R5,TCE85C,E85,no,no,CH4,0,0
R5,TCGSLC,GSL,no,no,CH4,0,0
R5,TCGSLC10,GSL,no,no,CH4,0,0.072
R5,TCGSLE,GSL,yes,no,CH4,0.577,0.317
R5,THLB20C,B20,no,no,CH4,0,0
R5,THLDSLC,DSL,no,no,CH4,0,0
R5,THLDSLC10,DSL,no,no,CH4,0,0.296
R5,THLDSLE,DSL,yes,no,CH4,0.05,0.982
R5,THSCNGC10,CNG,no,no,CH4,0,0
R5,THSCNGE,CNG,yes,no,CH4,0,0
R5,THSDSLC,DSL,no,no,CH4,0,0
R5,THSDSLC10,DSL,no,no,CH4,0,0.057
R5,THSDSLE,DSL,yes,no,CH4,0.046,0.257
R5,THSGSLE,GSL,yes,no,CH4,0.008,0.002
R5,THSLPGE,Other,yes,no,CH4,0.001,0
R5,TLCCNG10,CNG,no,no,CH4,0,0.001
R5,TLCCONV10,GSL,no,no,CH4,0,0.393
R5,TLCDSL10,DSL,no,no,CH4,0,0
R5,TLCHEV10,Other,no,no,CH4,0,0.05
R5,TLECGSL,GSL,yes,no,CH4,4.601,2.104
R5,TLECNGX,CNG,yes,no,CH4,0.017,0.008
R5,TLEELC,Other,yes,no,CH4,0,0
R5,TLEETHX,ETH,yes,no,CH4,0.05,0.088
R5,TLEFDSL,DSL,yes,no,CH4,0.005,0.031
R5,TLEFGSL,GSL,yes,no,CH4,3.677,1.682
R5,TLELPGX,Other,yes,no,CH4,0.058,0.027
R5,TLELSGSL,GSL,yes,no,CH4,1.536,0.831
R5,TLEMCGSL,GSL,yes,no,CH4,0.273,0.125
R5,TLEMGSL,GSL,yes,no,CH4,2.632,1.422
R5,TLEPDSL,DSL,yes,no,CH4,0.005,0.02
R5,TLEPGSL,GSL,yes,no,CH4,4.591,2.48
R5,TLESSGSL,GSL,yes,no,CH4,1.805,0.975
R5,TLFCONV10,GSL,no,no,CH4,0,0.645
R5,TLFDSL10,DSL,no,no,CH4,0,0.016
R5,TLLSCONV10,GSL,no,no,CH4,0,0.794
R5,TLMCCONV10,GSL,no,no,CH4,0,0.039
R5,TLMCONV10,GSL,no,no,CH4,0,0.316
R5,TLMP20G10,Other,no,20-mi,CH4,0,0
R5,TLPCNG10,CNG,no,no,CH4,0,0.004
R5,TLPCONV10,GSL,no,no,CH4,0,0.55
R5,TLPDSL10,DSL,no,no,CH4,0,0.089
R5,TLSSCONV10,GSL,no,no,CH4,0,0.91
R5,TLSSDSL10,DSL,no,no,CH4,0,0
R5,TLSSHEV10,Other,no,no,CH4,0,0.054
R5,TMCNGC,CNG,no,no,CH4,0,0
R5,TMCNGC10,CNG,no,no,CH4,0,0.004
R5,TMCNGE,CNG,yes,no,CH4,0.004,0.001
R5,TMDSLC,DSL,no,no,CH4,0,0
R5,TMDSLC10,DSL,no,no,CH4,0,0.062
R5,TMDSLE,DSL,yes,no,CH4,0.022,0.133
R5,TMGSLC,GSL,no,no,CH4,0,0
R5,TMGSLC10,GSL,no,no,CH4,0,0.026
R5,TMGSLE,GSL,yes,no,CH4,0.198,0.051
R5,TMLPGC,Other,no,no,CH4,0,0
R5,TMLPGC10,Other,no,no,CH4,0,0.001
R5,TMLPGE,Other,yes,no,CH4,0.004,0.001
R6,TBCNGC,CNG,no,no,CH4,0,0
R6,TBCNGE,CNG,yes,no,CH4,0.476,0.239
R6,TBDSLC,DSL,no,no,CH4,0,0
R6,TBDSLC10,DSL,no,no,CH4,0,0.002
R6,TBDSLE,DSL,yes,no,CH4,0.001,0.007
R6,TBGSLE,GSL,yes,no,CH4,0.002,0.001
R6,TCDSLC,DSL,no,no,CH4,0,0
R6,TCDSLE,DSL,yes,no,CH4,0.008,0.043
R6,TCE85C,E85,no,no,CH4,0,0
R6,TCGSLC,GSL,no,no,CH4,0,0
R6,TCGSLC10,GSL,no,no,CH4,0,0.036
R6,TCGSLE,GSL,yes,no,CH4,0.217,0.119
R6,THLB20C,B20,no,no,CH4,0,0
R6,THLDSLC,DSL,no,no,CH4,0,0
R6,THLDSLC10,DSL,no,no,CH4,0,0.296
R6,THLDSLE,DSL,yes,no,CH4,0.05,0.981
R6,THLLPGE,Other,yes,no,CH4,0,0
R6,THSDSLC,DSL,no,no,CH4,0,0
R6,THSDSLC10,DSL,no,no,CH4,0,0.03
R6,THSDSLE,DSL,yes,no,CH4,0.023,0.132
R6,THSGSLE,GSL,yes,no,CH4,0.009,0.002
R6,THSLPGE,Other,yes,no,CH4,0.001,0
R6,TLCCNG10,CNG,no,no,CH4,0,0
R6,TLCCONV10,GSL,no,no,CH4,0,0.097
R6,TLCDSL10,DSL,no,no,CH4,0,0
R6,TLCHEV10,Other,no,no,CH4,0,0.012
R6,TLECGSL,GSL,yes,no,CH4,1.38,0.631
R6,TLECNGX,CNG,yes,no,CH4,0.001,0.001
R6,TLEELC,Other,yes,no,CH4,0,0
R6,TLEETHX,ETH,yes,no,CH4,0.008,0.015
R6,TLEFDSL,DSL,yes,no,CH4,0.001,0.009
R6,TLEFGSL,GSL,yes,no,CH4,1.103,0.504
R6,TLELPGX,Other,yes,no,CH4,0.034,0.016
R6,TLELSGSL,GSL,yes,no,CH4,0.348,0.189
R6,TLEMCGSL,GSL,yes,no,CH4,0.082,0.037
R6,TLEMGSL,GSL,yes,no,CH4,0.586,0.317
R6,TLEPDSL,DSL,yes,no,CH4,0.002,0.008
R6,TLEPGSL,GSL,yes,no,CH4,1.806,0.976
R6,TLESSGSL,GSL,yes,no,CH4,0.411,0.222
R6,TLFCONV10,GSL,no,no,CH4,0,0.158
R6,TLFDSL10,DSL,no,no,CH4,0,0.004
R6,TLLSCONV10,GSL,no,no,CH4,0,0.195
R6,TLMCCONV10,GSL,no,no,CH4,0,0.01
R6,TLMCONV10,GSL,no,no,CH4,0,0.078
R6,TLMP20G10,Other,no,20-mi,CH4,0,0
R6,TLPCNG10,CNG,no,no,CH4,0,0.001
R6,TLPCONV10,GSL,no,no,CH4,0,0.132
R6,TLPDSL10,DSL,no,no,CH4,0,0.024
R6,TLPETHX10,ETH,no,no,CH4,0,0
R6,TLSSCONV10,GSL,no,no,CH4,0,0.224
R6,TLSSDSL10,DSL,no,no,CH4,0,0
R6,TLSSHEV10,Other,no,no,CH4,0,0.013
R6,TMCNGC,CNG,no,no,CH4,0,0
R6,TMCNGC10,CNG,no,no,CH4,0,0.001
R6,TMCNGE,CNG,yes,no,CH4,0.001,0
R6,TMDSLC,DSL,no,no,CH4,0,0
R6,TMDSLC10,DSL,no,no,CH4,0,0.021
R6,TMDSLE,DSL,yes,no,CH4,0.008,0.045
R6,TMGSLC,GSL,no,no,CH4,0,0
R6,TMGSLC10,GSL,no,no,CH4,0,0.009
