# File: Rt_Nfert_bilateral_trade.csv
# Title: Nitrogenous fertilizer bilateral trade data (~2021)
# Source: Chatham House (2025) - https://resourcetrade.earth/
# Units: Value (1000 USD) Weight (1000 kg)
# Column types: icccicccciinnnnnnnnnnn
# ----------
Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m_)
24,AGO,Angola,Sub-Saharan Africa,678,STP,Sao Tome and Principe,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2020,0.389341,0.39,,,,,,,0.5511721,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2021,0.0388,0.424145,,,,,,,0.59942794,,
24,AGO,Angola,Sub-Saharan Africa,854,BFA,Burkina Faso,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2021,182.21422,2610,,,,,,,3688.6133,,
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,686,SEN,Senegal,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2021,,,,,,1268.0479,,43.76,,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,268,GEO,Georgia,Northern Africa and Western Asia,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,1040.476,4640,,,,,,,6557.5347,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,364,IRN,Iran,Central and Southern Asia,"Ammonium sulphate, in packs > 10 kg",310221,2017,191.484,956,,,,,,,1351.0782,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,268,GEO,Georgia,Northern Africa and Western Asia,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,29.44,128,,,,,,,180.8975,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,364,IRN,Iran,Central and Southern Asia,"Ammonium sulphate, in packs > 10 kg",310221,2018,105.491585,480.8743,,,,,,,679.60126,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,5098.717,32759.8,,,,,,,46298.176,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,100,BGR,Bulgaria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,5222.852,23747.477,,,,,,,33561.402,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,364,IRN,Iran,Central and Southern Asia,"Ammonium sulphate, in packs > 10 kg",310221,2019,104.0034,450,,,,,,,635.9678,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,498,MDA,Moldova,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,2454.016,15337.6,,,,,,,21676.043,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,642,ROU,Romania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,2503.1519,10895.508,,,,,,,15398.205,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,643,RUS,Russian Federation,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,1400.4,8752.5,,,,,,,12369.573,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2019,4440.9097,20253.672,,,,,,,28623.74,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,804,UKR,Ukraine,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,1157.1876,4854.917,,,,,,,6861.2686,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,6389.92,40345.6,,,,,,,57018.895,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,170,COL,Colombia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,639.616,7995.2,,,,,,,11299.311,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,268,GEO,Georgia,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2020,388.7447,2062.3503,,,,,,,2914.6409,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,364,IRN,Iran,Central and Southern Asia,"Ammonium sulphate, in packs > 10 kg",310221,2020,232.11533,851.03723,,,,,,,1202.7384,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,498,MDA,Moldova,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,3095.3765,14004.875,,,,,,,19792.555,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,642,ROU,Romania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,256.67883,1000,,,,,,,1413.2617,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,688,SRB,Serbia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,1972.692,7700,,,,,,,10882.115,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,792,TUR,Turkey,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2020,,,,,,3.02,,2,,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2020,1390.9651,5986.7305,,,,,,,8460.817,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,804,UKR,Ukraine,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,52.51378,222.516,,,,,,,314.47336,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2020,6933.804,26585,,,,,,,37571.562,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,8,ALB,Albania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,4183.484,5730.8,,,,,,,8099.12,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,51823.34,104696.05,,,,,,,147962.92,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,100,BGR,Bulgaria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,6168.2417,12972.268,,,,,,,18333.209,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,268,GEO,Georgia,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2021,511.31253,1738.7747,,,,,,,2457.3438,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,3336.6768,4222.227,,,,,,,5967.1123,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Urea, including aqueous solution in packs > 10 kg",310210,2021,,,,,,0.1,,0.0039,,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,498,MDA,Moldova,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,282.969,625.44,,,,,,,883.91046,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,642,ROU,Romania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,12873.408,24512.674,,,,,,,34642.824,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,643,RUS,Russian Federation,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,8922.056,36288.8,,,,,,,51285.574,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,688,SRB,Serbia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,2303.769,3750,,,,,,,5299.7314,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,4211.0757,4860.02,,,,,,,6868.4805,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2021,31569.074,55427.324,,,,,,,78333.32,,
31,AZE,Azerbaijan,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2021,27198.023,59383,,,,,,,83923.73,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2017,8.925,1.75,,,,,,,2.4732082,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Sodium nitrate, in packs > 10 kg",310250,2017,0.04325,0.0012,,,,,,,0.002510724,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,0.04952393,,,,,,0.003,0.003,,,
32,ARG,Argentina,Latin America and the Caribbean,76,BRA,Brazil,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2017,152.70872,21.499454,,,,,,,30.384357,,
32,ARG,Argentina,Latin America and the Caribbean,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,12999.681,55477.43,,,,,,,78404.13,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2017,26.66336,25.1328,,,,,,,35.519226,,
32,ARG,Argentina,Latin America and the Caribbean,188,CRI,Costa Rica,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,,,,,,0.0497,,0.001,,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2017,17.534569,18.627504,,,,,,,26.32554,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,19.40319,27,,,,,,,38.15807,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Sodium nitrate, in packs > 10 kg",310250,2017,0.07,0.007,,,,,,,0.014645889,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,79.50194,125.00122,,,,,,,176.65944,,
32,ARG,Argentina,Latin America and the Caribbean,704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,12.432,24,,,,,,,33.91828,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2017,36.6566,113.99419,,,,,,,161.10362,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,32.278664,43.61679,,,,,,,61.641945,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,30.946512,47.404587,,,,,,,66.99509,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2018,0.08204,0.005,,,,,,,0.007066309,,
32,ARG,Argentina,Latin America and the Caribbean,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,7284.594,25000,,,,,,,35331.543,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,7471.121,25002,,,,,,,35334.37,,
32,ARG,Argentina,Latin America and the Caribbean,558,NIC,Nicaragua,Latin America and the Caribbean,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,0.55795,1.63296,,,,,,,2.3077998,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2018,11.572646,11.102944,,,,,,,15.691367,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,17.423256,26.587288,,,,,,,37.5748,,
32,ARG,Argentina,Latin America and the Caribbean,703,SVK,Slovakia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,0.027162,0.05,,,,,,,0.07066309,,
32,ARG,Argentina,Latin America and the Caribbean,710,ZAF,South Africa,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,0.011317,0.018,,,,,,,0.025438711,,
32,ARG,Argentina,Latin America and the Caribbean,724,ESP,Spain,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,,,,,,0.168928,,0.025,,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2018,3.02596,1.728,,,,,,,2.4421165,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,6.66823,4.02,,,,,,,5.681312,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Sodium nitrate, in packs > 10 kg",310250,2019,28.0569,17.182,,,,,,,35.94938,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,,,,,,0.64353,,0.024,,,
32,ARG,Argentina,Latin America and the Caribbean,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,37541.582,130257,,,,,,,184087.23,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,28.64807,26.5,,,,,,,37.451435,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,,,,,,0.1069,,,,,
32,ARG,Argentina,Latin America and the Caribbean,222,SLV,El Salvador,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,,,,,,0.15102,,0.00534,,,
32,ARG,Argentina,Latin America and the Caribbean,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,0.002239,0.007005,,,,,,,0.009899898,,
32,ARG,Argentina,Latin America and the Caribbean,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Sodium nitrate, in packs > 10 kg",310250,2019,22.421,40,,,,,,,83.690796,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2019,27.475,30.9,,,,,,,43.66979,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,0.5165977,,,,,,0.0186,0.024,,,
32,ARG,Argentina,Latin America and the Caribbean,703,SVK,Slovakia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,0.010075,0.02,,,,,,,0.028265234,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2019,20.5599,14.95,,,,,,,21.128263,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,22.58319,10.6478,,,,,,,15.048129,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,534.866,1449.0492,,,,,,,2047.8859,,
32,ARG,Argentina,Latin America and the Caribbean,36,AUS,Australia,Australia and New Zealand,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2020,4001.3176,10000,,,,,,,14132.618,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,,,,,,0.20962,,0.009,,,
32,ARG,Argentina,Latin America and the Caribbean,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,4197.139,15809.83,,,,,,,22343.428,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2020,,,,,,0.732,,0.025,,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2020,27.29525,26.5,,,,,,,37.451435,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2020,15.198472,12.257334,,,,,,,17.32282,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Sodium nitrate, in packs > 10 kg",310250,2020,0.056,0.006,,,,,,,0.012553619,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,47.356,8.96,,,,,,,12.662826,,
32,ARG,Argentina,Latin America and the Caribbean,724,ESP,Spain,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2020,,,,,,0.253566,,0.009,,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2020,73.69351,56.88,,,,,,,80.38633,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2020,37.20073,19.6619,,,,,,,27.78741,,
32,ARG,Argentina,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,185.44635,510.4494,,,,,,,721.3986,,
32,ARG,Argentina,Latin America and the Caribbean,68,BOL,Bolivia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,123.94871,17.56,,,,,,,24.816875,,
32,ARG,Argentina,Latin America and the Caribbean,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,14.903,15,,,,,,,21.198927,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2021,1036.4415,2332.507,,,,,,,3296.443,,
32,ARG,Argentina,Latin America and the Caribbean,152,CHL,Chile,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2021,,,,,,0.2422,,0.002,,,
32,ARG,Argentina,Latin America and the Caribbean,214,DOM,Dominican Republic,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,1.138697,0.6,,,,,,,0.8479571,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2021,77.129,57.548,,,,,,,81.33039,,
32,ARG,Argentina,Latin America and the Caribbean,600,PRY,Paraguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,98.754,13.46,,,,,,,19.022503,,
32,ARG,Argentina,Latin America and the Caribbean,757,CHE,Switzerland,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2021,26.66233,13.028,,,,,,,18.411974,,
