UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2050,2065,2080,2095
Australia_NZ,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Australia_NZ,Freight,Truck,Truck (0-1t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022
Australia_NZ,Freight,Truck,Truck (0-1t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.3441,1.335166667,1.326233334,1.3173,1.308333333,1.299366667,1.2904,1.2636,1.2636,1.2636,1.2636
Australia_NZ,Freight,Truck,Truck (1-6t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234
Australia_NZ,Freight,Truck,Truck (1-6t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.623,1.612166667,1.601333334,1.5905,1.5797,1.5689,1.5581,1.5257,1.5257,1.5257,1.5257
Australia_NZ,Freight,Truck,Truck (6-30t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.3772,1.3772,1.3772,1.3772,1.3772,1.3772,1.3772,1.3772,1.3772,1.3772,1.3772
Australia_NZ,Freight,Truck,Truck (6-30t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.8113,1.799233333,1.787166667,1.7751,1.763033333,1.750966667,1.7389,1.7027,1.7027,1.7027,1.7027
Canada,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.802,1.802,1.802,1.802,1.802,1.802,1.802,1.802,1.802,1.802,1.802
Canada,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.9444,1.9444,1.9444,1.9444,1.9444,1.9444,1.9444,1.9444,1.9444,1.9444,1.9444
Canada,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,43.3525,43.3525,43.3525,43.3525,43.35273333,43.35296667,43.3532,36.1283,36.1289,36.1295,36.1301
Canada,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,7.132,7.1322,7.1324,7.1326,7.1328,7.133,7.1332,7.1337,7.1343,7.1349,7.1355
Canada,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,5.7732,5.773233333,5.773266667,5.7733,5.773333333,5.773366667,5.7734,5.7735,5.7736,5.7737,5.7737
Canada,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,5.5282,5.5287,5.5291,5.5296,5.53
Canada,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,4.4744,4.4744,4.4745,4.4746,4.4747
Canada,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,71.22,71.2244,71.2288,71.2332,71.2376,71.242,71.2464,71.2596,71.2726,71.2857,71.2987
Canada,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,44.4177,44.41826667,44.41883334,44.4194,44.41993333,44.42046667,44.421,44.4226,44.4242,44.4258,44.4274
Canada,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,67.307,66.73423333,66.16146667,65.5887,65.6076,65.6264,65.6452,65.6638
Canada,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,39.8868,39.8222,39.7576,39.693,39.6952,39.6974,39.6996,39.7017
Canada,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Canada,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Canada,Freight,Truck,Truck (0-4.5t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.1038,1.1038,1.1038,1.1038,1.1038,1.1038,1.1038,1.1038,1.1038,1.1038,1.1038
Canada,Freight,Truck,Truck (0-4.5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.4518,1.442133333,1.432466667,1.4228,1.413133333,1.403466667,1.3938,1.3648,1.3648,1.3648,1.3648
Canada,Freight,Truck,Truck (4.5-15t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.2552,1.2552,1.2552,1.2552,1.2552,1.2552,1.2552,1.2552,1.2552,1.2552,1.2552
Canada,Freight,Truck,Truck (4.5-15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.6509,1.6399,1.6289,1.6179,1.6069,1.5959,1.5849,1.552,1.552,1.552,1.552
Canada,Freight,Truck,Truck (>15t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.3152,1.3152,1.3152,1.3152,1.3152,1.3152,1.3152,1.3152,1.3152,1.3152,1.3152
Canada,Freight,Truck,Truck (>15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.7298,1.7183,1.7068,1.6953,1.683766667,1.672233333,1.6607,1.6262,1.6262,1.6262,1.6262
China,Passenger,Bus,Heavy Bus,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.6319,1.510166667,1.388433334,1.2667,1.2667,1.2667,1.2667,1.2667,1.2667,1.2667,1.2667
China,Passenger,Bus,Heavy Bus,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.7609,1.629566667,1.498233334,1.3669,1.3669,1.3669,1.3669,1.3669,1.3669,1.3669,1.3669
China,Passenger,Bus,Light Bus,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879
China,Passenger,Bus,Light Bus,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.1739,1.1739,1.1739,1.1739,1.1739,1.1739,1.1739,1.1739,1.1739,1.1739,1.1739
China,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,39.4243,39.4243,39.4243,39.4243,39.4246,39.4249,39.4252,39.426,39.4268,39.4276,39.4285
China,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,23.0053,23.0077,23.0101,23.0125,23.01486667,23.01723333,23.0196,23.0268,23.0339,23.041,23.048
China,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,19.7117,19.71186667,19.71203334,19.7122,19.71233333,19.71246667,19.7126,19.713,19.7134,19.7138,19.7142
China,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,17.8402,17.8458,17.8513,17.8568,17.8622
China,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,15.2773,15.2776,15.2779,15.2782,15.2785
China,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,9.3659,9.373966667,9.382033334,9.3901,9.398133333,9.406166667,9.4142,9.4382,9.4621,9.486,9.5097
China,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,9.1889,9.1893,9.1897,9.1901,9.190466667,9.190833333,9.1912,9.1924,9.1935,9.1946,9.1958
China,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,8.8725,8.8801,8.8877,8.8953,8.918,8.9406,8.9631,8.9856
China,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,8.2523,8.252633333,8.252966667,8.2533,8.2544,8.2554,8.2564,8.2574
China,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
China,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
China,Freight,Truck,3W Rural,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.2275,0.2275,0.2275,0.2275,0.2275,0.2275,0.2275,0.2275,0.2275,0.2275,0.2275
China,Freight,Truck,3W Rural,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.2992,0.2972,0.2952,0.2932,0.291233333,0.289266667,0.2873,0.2813,0.2813,0.2813,0.2813
China,Freight,Truck,Truck (0-6t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095
China,Freight,Truck,Truck (0-6t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.5386,0.535,0.5314,0.5278,0.524233333,0.520666667,0.5171,0.5063,0.5063,0.5063,0.5063
China,Freight,Truck,Truck (6-14t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.4566,0.4566,0.4566,0.4566,0.4566,0.4566,0.4566,0.4566,0.4566,0.4566,0.4566
China,Freight,Truck,Truck (6-14t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.6006,0.5966,0.5926,0.5886,0.5846,0.5806,0.5766,0.5646,0.5646,0.5646,0.5646
China,Freight,Truck,Truck (>14t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775
China,Freight,Truck,Truck (>14t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.628,0.6238,0.6196,0.6154,0.611233333,0.607066667,0.6029,0.5904,0.5904,0.5904,0.5904
Eastern Europe,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,3.1843,3.1843,3.1843,3.1843,3.1843,3.1843,3.1843,3.1843,3.1843,3.1843,3.1843
Eastern Europe,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,3.4361,3.4361,3.4361,3.4361,3.4361,3.4361,3.4361,3.4361,3.4361,3.4361,3.4361
Eastern Europe,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,14.7352,14.7352,14.7352,14.7352,14.73576667,14.73633333,14.7369,12.2822,12.2836,12.285,12.2864
Eastern Europe,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,4.8262,4.827233333,4.828266667,4.8293,4.830333333,4.831366667,4.8324,4.8354,4.8384,4.8414,4.8445
Eastern Europe,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,9.8223,9.822666667,9.823033334,9.8234,9.8238,9.8242,9.8246,9.8257,9.8269,9.828,9.8291
Eastern Europe,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,3.7451,3.7474,3.7498,3.7521,3.7545
Eastern Europe,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,7.614,7.6149,7.6158,7.6167,7.6176
Eastern Europe,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,26.2351,26.23833333,26.24156667,26.2448,26.248,26.2512,26.2544,26.264,26.2736,26.2831,26.2926
Eastern Europe,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,29.4764,29.47723333,29.47806667,29.4789,29.47973333,29.48056667,29.4814,29.4839,29.4863,29.4888,29.4913
Eastern Europe,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,24.7982,24.37903333,23.95986667,23.5407,23.5546,23.5683,23.5821,23.5957
Eastern Europe,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,26.4708,26.37186667,26.27293333,26.174,26.1773,26.1807,26.184,26.1873
Eastern Europe,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Eastern Europe,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Eastern Europe,Freight,Truck,Truck (0-3.5t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217
Eastern Europe,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.6862,0.681633333,0.677066667,0.6725,0.667933333,0.663366667,0.6588,0.6451,0.6451,0.6451,0.6451
Eastern Europe,Freight,Truck,Truck (16-32t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747
Eastern Europe,Freight,Truck,Truck (16-32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.7559,0.750866667,0.745833334,0.7408,0.735766667,0.730733333,0.7257,0.7106,0.7106,0.7106,0.7106
Eastern Europe,Freight,Truck,Truck (3.5-16t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206
Eastern Europe,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.6847,0.680166667,0.675633334,0.6711,0.666533333,0.661966667,0.6574,0.6437,0.6437,0.6437,0.6437
Eastern Europe,Freight,Truck,Truck (>32t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767
Eastern Europe,Freight,Truck,Truck (>32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.7585,0.753433333,0.748366667,0.7433,0.738266667,0.733233333,0.7282,0.713,0.713,0.713,0.713
Former Soviet Union,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,3.1252,3.1252,3.1252,3.1252,3.1252,3.1252,3.1252,3.1252,3.1252,3.1252,3.1252
Former Soviet Union,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,3.3722,3.3722,3.3722,3.3722,3.3722,3.3722,3.3722,3.3722,3.3722,3.3722,3.3722
Former Soviet Union,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,46.1742,46.1742,46.1742,46.1742,46.17456667,46.17493333,46.1753,38.4803,38.4811,38.482,38.482
Former Soviet Union,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,36.9098,36.91233333,36.91486667,36.9174,36.91993333,36.92246667,36.925,36.9325,36.94,36.9475,36.955
Former Soviet Union,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,30.7821,30.78233333,30.78256667,30.7828,30.78303333,30.78326667,30.7835,30.7842,30.7849,30.7856,30.7863
Former Soviet Union,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,28.6169,28.6227,28.6285,28.6343,28.6401
Former Soviet Union,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,23.8572,23.8578,23.8583,23.8588,23.8594
Former Soviet Union,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,10.6163,10.62423333,10.63216667,10.6401,10.648,10.6559,10.6638,10.6874,10.7109,10.7344,10.7577
Former Soviet Union,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,9.7371,9.737666667,9.738233334,9.7388,9.739333333,9.739866667,9.7404,9.7421,9.7438,9.7454,9.747
Former Soviet Union,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,10.0536,10.06106667,10.06853333,10.076,10.0983,10.1206,10.1427,10.1648
Former Soviet Union,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,8.745,8.7455,8.746,8.7465,8.748,8.7495,8.751,8.7524
Former Soviet Union,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Former Soviet Union,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Former Soviet Union,Freight,Truck,Truck (0-3.5t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217,0.5217
Former Soviet Union,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.6862,0.681633333,0.677066667,0.6725,0.667933333,0.663366667,0.6588,0.6451,0.6451,0.6451,0.6451
Former Soviet Union,Freight,Truck,Truck (16-32t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747
Former Soviet Union,Freight,Truck,Truck (16-32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.7559,0.750866667,0.745833334,0.7408,0.735766667,0.730733333,0.7257,0.7106,0.7106,0.7106,0.7106
Former Soviet Union,Freight,Truck,Truck (3.5-16t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206,0.5206
Former Soviet Union,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.6847,0.680166667,0.675633334,0.6711,0.666533333,0.661966667,0.6574,0.6437,0.6437,0.6437,0.6437
Former Soviet Union,Freight,Truck,Truck (>32t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767,0.5767
Former Soviet Union,Freight,Truck,Truck (>32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.7585,0.753433333,0.748366667,0.7433,0.738266667,0.733233333,0.7282,0.713,0.713,0.713,0.713
India,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.6319,1.6319,1.6319,1.6319,1.6319,1.6319,1.6319,1.6319,1.6319,1.6319,1.6319
India,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.7609,1.7609,1.7609,1.7609,1.7609,1.7609,1.7609,1.7609,1.7609,1.7609,1.7609
India,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,23.6883,23.6883,23.6883,23.6883,23.6885,23.6887,23.6889,19.7412,19.7417,19.7422,19.7427
India,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,19.0436,19.04476667,19.04593334,19.0471,19.0483,19.0495,19.0507,19.0542,19.0577,19.0612,19.0647
India,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,15.7918,15.79193333,15.79206667,15.7922,15.79233333,15.79246667,15.7926,15.793,15.7934,15.7938,15.7942
India,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,14.7643,14.767,14.7697,14.7724,14.7751
India,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,12.2393,12.2396,12.2399,12.2402,12.2405
India,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,23.5121,23.51443333,23.51676667,23.5191,23.52146667,23.52383333,23.5262,23.5332,23.5401,23.5471,23.554
India,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,15.0627,15.0629,15.0631,15.0633,15.06353333,15.06376667,15.064,15.0646,15.0653,15.0659,15.0665
India,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,22.2228,22.225,22.2272,22.2294,22.236,22.2426,22.2492,22.2557
India,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,13.5263,13.52646667,13.52663333,13.5268,13.5274,13.528,13.5286,13.5291
India,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
India,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
India,Freight,Truck,Truck (0-2t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.1138,0.1138,0.1138,0.1138,0.1138,0.1138,0.1138,0.1138,0.1138,0.1138,0.1138
India,Freight,Truck,Truck (0-2t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.1496,0.1486,0.1476,0.1466,0.1456,0.1446,0.1436,0.1406,0.1406,0.1406,0.1406
India,Freight,Truck,Truck (2-5t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.2048,0.2048,0.2048,0.2048,0.2048,0.2048,0.2048,0.2048,0.2048,0.2048,0.2048
India,Freight,Truck,Truck (2-5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.2693,0.2675,0.2657,0.2639,0.2621,0.2603,0.2585,0.2532,0.2532,0.2532,0.2532
India,Freight,Truck,Truck (5-9t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.2283,0.2283,0.2283,0.2283,0.2283,0.2283,0.2283,0.2283,0.2283,0.2283,0.2283
India,Freight,Truck,Truck (5-9t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.3003,0.2983,0.2963,0.2943,0.2923,0.2903,0.2883,0.2823,0.2823,0.2823,0.2823
India,Freight,Truck,Truck (9-16t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.2387,0.2387,0.2387,0.2387,0.2387,0.2387,0.2387,0.2387,0.2387,0.2387,0.2387
India,Freight,Truck,Truck (9-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.314,0.3119,0.3098,0.3077,0.3056,0.3035,0.3014,0.2952,0.2952,0.2952,0.2952
Japan,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,3.4994,3.4994,3.4994,3.4994,3.4994,3.4994,3.4994,3.4994,3.4994,3.4994,3.4994
Japan,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,3.776,3.776,3.776,3.776,3.776,3.776,3.776,3.776,3.776,3.776,3.776
Japan,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,129.0882,121.9175,114.7468,107.5761,107.5769667,107.5778333,107.5787,107.5813,107.5839,107.5865,107.589
Japan,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,43.1471,43.15003333,43.15296667,43.1559,43.15876667,43.16163333,43.1645,43.1732,43.1818,43.1904,43.199
Japan,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,35.9328,35.9331,35.9334,35.9337,35.934,35.9343,35.9346,35.9355,35.9363,35.9372,35.938
Japan,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,33.4525,33.4592,33.4659,33.4726,33.4792
Japan,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,,,,27.8493,27.85,27.8506,27.8513,27.852
Japan,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,13.9859,13.99013333,13.99436667,13.9986,14.0028,14.007,14.0112,14.0238,14.0363,14.0488,14.0612
Japan,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,6.9273,6.927333333,6.927366667,6.9274,6.927433333,6.927466667,6.9275,6.9277,6.9278,6.9279,6.928
Japan,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,,13.227,12.679,12.131,11.583,11.601,11.619,11.637,11.6549
Japan,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,,6.2206,6.216066667,6.211533333,6.207,6.2071,6.2073,6.2074,6.2076
Japan,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137,0.9137
Japan,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381,22.8381
Japan,Freight,Truck,Truck (0-1t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.0388,1.0388,1.0388,1.0388,1.0388,1.0388,1.0388,1.0388,1.0388,1.0388,1.0388
Japan,Freight,Truck,Truck (0-1t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.3663,1.3572,1.3481,1.339,1.3299,1.3208,1.3117,1.2844,1.2844,1.2844,1.2844
Japan,Freight,Truck,Truck (1-6t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.2354,1.2354,1.2354,1.2354,1.2354,1.2354,1.2354,1.2354,1.2354,1.2354,1.2354
Japan,Freight,Truck,Truck (1-6t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.6248,1.614,1.6032,1.5924,1.581566667,1.570733333,1.5599,1.5275,1.5275,1.5275,1.5275
Korea,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.6619,1.6619,1.6619,1.6619,1.6619,1.6619,1.6619,1.6619,1.6619,1.6619,1.6619
Korea,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.7932,1.7932,1.7932,1.7932,1.7932,1.7932,1.7932,1.7932,1.7932,1.7932,1.7932
